0.628,0.761,0.135,0.621,0.781,1
0.422,0.678,0.237,0.433,0.462,2
0.78,0.741,0.329,0.286,0.778,3
0.473,0.957,0.243,0.564,0.577,1
0.118,0.894,0.256,0.567,0.44,2
0.082,0.431,0.874,0.455,0.395,4
0.092,0.324,0.894,0.264,0.243,0
0.723,0.483,0.119,0.548,0.758,3
0.81,0.521,0.093,0.41,0.978,3
0.619,0.309,0.213,0.459,0.801,3
0.66,0.827,0.182,0.674,0.5,1
0.086,0.219,0.81,0.309,0.177,0
0.231,0.715,0.42,0.416,0.476,2
0.137,0.307,0.749,0.472,0.492,4
0.29,0.53,0.106,0.698,0.365,2
0.845,0.467,0.121,0.414,0.872,3
0.376,0.891,0.161,0.603,0.363,2
0.745,0.892,0.328,0.603,0.687,1
0.391,0.645,0.286,0.521,0.488,2
0.726,0.505,0.163,0.431,0.899,3
0.927,0.45,0.312,0.448,0.8,3
0.864,0.599,0.365,0.221,0.88,3
0.458,0.839,0.229,0.461,0.5,2
0.72,0.665,0.274,0.336,0.973,3
0.061,0.707,0.683,0.456,0.294,4
0.09,0.313,0.838,0.478,0.302,4
0.042,0.28,0.867,0.437,0.389,4
0.626,0.753,0.229,0.683,0.686,1
0.115,0.351,0.95,0.636,0.521,4
0.001,0.405,0.804,0.415,0.377,4
0.875,0.661,0.23,0.322,0.841,3
0.668,0.494,0.578,0.193,0.973,3
0.043,0.282,0.883,0.287,0.272,0
0.424,0.591,0.28,0.526,0.375,2
0.457,0.622,0.171,0.413,0.533,2
0.768,0.474,0.227,0.394,0.897,3
0.23,0.053,0.847,0.311,0.136,0
0.769,0.404,0.19,0.381,0.935,3
0.032,0.417,0.727,0.266,0.229,0
0.404,0.853,0.193,0.766,0.74,1
0.634,0.691,0.335,0.353,0.575,2
0.118,0.241,0.94,0.623,0.327,4
0.643,0.456,0.204,0.392,0.865,3
0.185,0.212,0.804,0.156,0.058,0
0.746,0.735,0.27,0.61,0.82,1
0.818,0.506,0.179,0.42,0.837,3
0.176,0.174,0.757,0.442,0.348,4
0.286,0.159,0.956,0.528,0.353,4
0.917,0.442,0.022,0.461,0.861,3
0.677,0.509,0.093,0.47,0.815,3
0.657,0.814,0.256,0.767,0.702,1
0.905,0.599,0.474,0.56,0.93,3
0.217,0.316,0.891,0.571,0.307,4
0.271,0.672,0.017,0.458,0.544,2
0.446,0.803,0.297,0.322,0.469,2
0.191,0.248,0.835,0.322,0.298,4
0.072,0.138,0.468,0.382,0.334,4
0.445,0.663,0.418,0.36,0.403,2
0.83,0.315,0.288,0.46,0.837,3
0.694,0.753,0.188,0.58,0.566,1
0.794,0.476,0.252,0.355,0.673,3
0.112,0.211,0.949,0.53,0.406,4
0.617,0.758,0.266,0.761,0.699,1
0.71,0.33,0.266,0.358,0.755,3
0.013,0.263,0.77,0.199,0.177,0
0.625,0.931,0.342,0.677,0.459,1
0.374,0.561,0.24,0.448,0.565,2
0.211,0.09,0.857,0.62,0.486,4
0.407,0.633,0.337,0.536,0.397,2
0.518,0.784,0.287,0.335,0.567,2
0.016,0.425,0.696,0.203,0.006,0
0.401,0.351,0.8,0.283,0.148,0
0.624,0.86,0.311,0.642,0.578,1
0.154,0.273,0.839,0.292,0.236,0
0.702,0.442,0.35,0.251,0.805,3
0.103,0.22,0.968,0.173,0.027,0
0.751,0.92,0.134,0.755,0.56,1
0.962,0.58,0.349,0.538,0.677,3
0.168,0.508,0.886,0.436,0.417,4
0.585,0.727,0.223,0.543,0.603,1
0.219,0.192,0.877,0.415,0.119,0
0.628,0.723,0.265,0.677,0.548,1
0.157,0.631,0.299,0.578,0.278,2
0.253,0.22,0.844,0.552,0.464,4
0.223,0.565,0.203,0.421,0.603,2
0.357,0.781,0.285,0.39,0.31,2
0.477,0.932,0.358,0.426,0.621,1
0.747,0.705,0.273,0.646,0.465,1
0.429,0.733,0.188,0.402,0.557,2
0.142,0.103,0.91,0.36,0.139,0
0.229,0.262,0.906,0.36,0.162,0
0.034,0.22,0.671,0.57,0.26,4
0.874,0.411,0.213,0.348,0.973,3
0.125,0.254,0.778,0.584,0.451,4
0.82,0.316,0.139,0.336,0.875,3
0.216,0.364,0.938,0.526,0.362,4
0.39,0.196,0.822,0.061,0.031,0
0.672,0.555,0.357,0.473,0.765,3
0.599,0.86,0.184,0.716,0.682,1
0.237,0.158,0.861,0.37,0.182,0
0.763,0.816,0.176,0.573,0.798,1
0.087,0.404,0.953,0.644,0.299,4
0.802,0.435,0.206,0.341,0.805,3
0.704,0.848,0.377,0.749,0.81,1
0.091,0.449,0.925,0.322,0.386,4
0.309,0.781,0.329,0.402,0.598,2
0.601,0.633,0.151,0.551,0.568,2
0.153,0.166,0.861,0.389,0.115,0
0.273,0.123,0.878,0.278,0.083,0
0.221,0.252,0.843,0.419,0.418,4
0.751,0.725,0.315,0.83,0.702,1
0.318,0.71,0.248,0.297,0.416,2
0.321,0.734,0.332,0.529,0.411,2
0.813,0.776,0.345,0.772,0.731,1
0.784,0.496,0.306,0.497,0.961,3
0.567,0.807,0.288,0.718,0.601,1
0.597,0.891,0.286,0.667,0.8,1
0.677,0.796,0.293,0.699,0.734,1
0.527,0.615,0.349,0.493,0.526,2
0.57,0.693,0.324,0.473,0.494,2
0.777,0.869,0.189,0.668,0.564,1
0.799,0.304,0.131,0.462,0.725,3
0.689,0.504,0.239,0.445,0.98,3
0.199,0.371,0.905,0.5,0.471,4
0.359,0.708,0.183,0.552,0.535,2
0.416,0.43,0.975,0.285,0.18,0
0.083,0.415,0.813,0.47,0.415,4
0.592,0.758,0.186,0.618,0.572,1
0.138,0.197,0.881,0.216,0.178,0
0.177,0.318,0.754,0.4,0.407,4
0.666,0.9,0.054,0.728,0.79,1
0.711,0.496,0.259,0.251,0.911,3
0.671,0.788,0.343,0.617,0.844,1
0.159,0.227,0.833,0.379,0.112,0
0.134,0.266,0.904,0.376,0.053,0
0.479,0.59,0.381,0.371,0.476,2
0.889,0.468,0.244,0.302,0.913,3
