0.08692433,0.27081943
0.08690829,0.2707908
0.08699334,0.27081072
0.08697903,0.27072492
0.086988576,0.2708146
0.08690658,0.2707268
0.086963855,0.27080855
0.087012604,0.2706135
0.08700574,0.27089047
0.08697064,0.27070358
0.08692972,0.2707178
0.087005906,0.27087522
0.08697859,0.27084833
0.70938426,0.8124724
0.709361,0.81220555
0.7088589,0.81219906
0.7090316,0.8125364
0.70925,0.81259423
0.7094207,0.8121519
0.7092806,0.8121844
0.70914006,0.8124105
0.70916134,0.81260127
0.7093998,0.8124736
0.7089913,0.81262475
0.7087886,0.8124393
0.7087171,0.81276023
0.13963632,0.49356896
0.13963972,0.49383575
0.13966662,0.49376303
0.1396662,0.49368668
0.13965124,0.49348778
0.13960879,0.49376
0.13954985,0.4936743
0.13960016,0.4935398
0.13959223,0.493506
0.1396634,0.4935181
0.13965867,0.49381733
0.13966957,0.49385962
0.13954768,0.49383083
0.5769001,0.80686814
0.5770348,0.8070193
0.5766979,0.8067253
0.5767351,0.8068087
0.57684386,0.80655414
0.57675225,0.80678916
0.57669425,0.8072068
0.5768769,0.8070011
0.5770625,0.8064505
0.5766826,0.8064065
0.57706165,0.8072548
0.5766338,0.80677754
0.57657844,0.8069212
0.4616662,0.08403302
0.461265,0.08411872
0.46146825,0.08407875
0.46139133,0.08409639
0.4614179,0.08410065
0.4613023,0.08407865
0.46142632,0.08406317
0.4614827,0.08402388
0.46136856,0.084081545
0.46164244,0.08402096
0.4612449,0.08401812
0.46158814,0.084109426
0.46141645,0.08400154
0.13903761,0.61517626
0.1390434,0.6152881
0.13909084,0.61529815
0.13907714,0.61570334
0.13901775,0.6157433
0.13902141,0.61517626
0.13905242,0.6153651
0.13904382,0.6156726
0.13894805,0.615491
0.13897507,0.6152341
0.13895077,0.6155606
0.13903508,0.61557037
0.13894567,0.6155703
0.15399058,0.11444444
0.15401827,0.11432523
0.15386018,0.114307836
0.15400349,0.11435939
0.1539156,0.11443687
0.15389799,0.114375666
0.153995,0.11432326
0.1540051,0.11434872
0.15390155,0.11436716
0.15402968,0.11435896
0.15391086,0.114405595
0.15387951,0.114467636
0.1538592,0.114435315
0.16800348,0.086987235
0.16798986,0.0870355
0.167943,0.0870336
0.1679677,0.08698839
0.16791758,0.08709456
0.16798961,0.087066285
0.1680358,0.08701852
0.1679575,0.087022185
0.16788429,0.08705758
0.16797502,0.087091416
0.16801074,0.08699919
0.1678554,0.08707773
0.16786979,0.086989775
0.5485972,0.18387453
0.5486896,0.18384674
0.5490528,0.18387303
0.54858243,0.18384323
0.5489305,0.18367259
0.54906523,0.18379436
0.5485774,0.18379098
0.5489957,0.18372169
0.548785,0.18369578
0.5486742,0.18373676
0.5485935,0.18384685
0.5487222,0.18364757
0.5486793,0.18362693
0.42148983,0.53626823
0.42115146,0.5360658
0.42148316,0.53604615
0.42114598,0.53611755
0.42120883,0.5359922
0.42113855,0.5361803
0.4212132,0.5361878
0.42145526,0.536103
0.42146865,0.5360346
0.4213317,0.53620166
0.42130148,0.5364423
0.4213911,0.5361193
0.42108256,0.53595936
0.20748188,0.3214129
0.20742002,0.32145283
0.20748697,0.32153413
0.20754288,0.32162848
0.20751022,0.3214087
0.20737505,0.32146546
0.20744826,0.321767
0.20741601,0.32158434
0.2074668,0.3214869
0.20756072,0.32173842
0.20748547,0.32175735
0.20736842,0.32140538
0.20740378,0.3216505
0.30540183,0.37380674
0.30544543,0.37382767
0.30539265,0.3740851
0.30539516,0.37405318
0.30562696,0.3739097
0.30552778,0.37377095
0.30547258,0.3737908
0.3054088,0.37395898
0.30549902,0.37370938
0.3055432,0.3738791
0.30542016,0.37373018
0.30536902,0.37390447
0.30544654,0.37392446
0.10257186,0.3937353
